Name,Rating,Number of Ratings,Price,Winery,Wine style,Alcohol content,Grapes,Bold,Tannin,Sweet,Acidic,Country,Country_region,Beef,Pasta,Lamb,Poultry,Cheese,Fish,Seafood,Cured Meat,Veal,Pork,Mushrooms,"Rich fish (salmon, tuna etc)",Aperitif,Appetizers and snacks,Vegetarian,Shellfish,Blue cheese,Mature and hard cheese,Lean fish,"Game (deer, venison)",Goat cheese,Fruity desserts,Mild and soft cheese,Sweet desserts,Spicy food
Península de Setúbal Quinta da Bacalhôa Cabernet Sauvignon 2016,4.2,2698,27.12,Bacalhôa,Southern Portugal Red,14.5,100 Cabernet Sauvignon,65.29,45.88,12.7,43.27,Portugal,Península de Setúbal,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alentejano Moon Harvested 2018,4.4,519,34.99,Herdade dos Grous,Southern Portugal Red,14.5,100 Alicante Bouschet,72.7,41.94,17.0,43.85,Portugal,Alentejano,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5 Years Old Finest Full Rich Madeira N.V.,3.9,1391,25.99,Henriques & Henriques,Portuguese Madeira,19.0,100 Malvasia,85.0,46.29526972,85.0,63.4,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Heritage Ruby Port N.V.,3.9,3154,24.99,Warre's,Ruby Port,19.0,"Tinta Cão, Tinta Francisca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Douro Duas Quintas Branco 2019,4.0,778,15.99,Ramos Pinto,Northern Portugal White,13.5,"Rabigato, Viosinho",47.85,46.29526972,8.86,60.43,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Douro Red 2018,3.8,780,18.99,Quinta de La Rosa,Portuguese Douro Red,13.5,"Gouveio, Rabigato, Viosinho, Roupeiro, Malvasia Fina",80.22,56.04,13.39,45.9,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Arinto - Chardonnay Reserva 2019,3.9,434,12.0,Quinta da Alorna,Southern Portugal White,13.0,"Chardonnay, Arinto de Bucelas",46.5,46.29526972,12.17,38.44,Portugal,Tejo,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
DNMC - Dinamico Branco 2020,3.8,132,16.97,Filipa Pato,Northern Portugal White,11.5,"Arinto de Bucelas, Bical",38.75,46.29526972,1.42,66.1,Portugal,Beiras / Bairrada,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Guimaraens Vintage Port 1998,4.0,309,54.5,Fonseca,Vintage Port,20.5,100 Touriga Franca,61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Crasto Superior Branco 2018,3.9,343,33.5,Quinta do Crasto,Northern Portugal White,12.5,"Verdelho, Viosinho",47.65,46.29526972,5.74,63.98,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Duas Quintas Tinto 2016,4.0,1526,17.99,Ramos Pinto,Portuguese Douro Red,13.0,100 Tempranillo,79.09,54.84,10.86,43.76,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Phaunus Loureiro 2020,3.9,288,26.99,Aphros,Portuguese Vinho Verde White,11.0,100 Loureiro,11.6,46.29526972,1.78,76.25,Portugal,Minho / Vinho Verde,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Alentejano Tinto 2019,4.1,1715,36.08,Herdade dos Grous,Southern Portugal Red,13.5,"Gouveio, Antão Vaz",68.02,39.8,14.94,40.04,Portugal,Alentejano,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Douro Reserva Red 2017,4.1,959,32.0,Quinta do Portal,Portuguese Douro Red,14.5,"45 Touriga Nacional, 40 Tinta Roriz, 15 Touriga Franca",81.49,57.02,10.78,43.71,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5 Years Medium Dry Madeira N.V.,3.8,68,25.99,D'Oliveiras,Portuguese Madeira,19.0,100 Verdelho,85.0,46.29526972,85.0,68.27,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Touriga Nacional 2019,4.0,260,17.0,Herdade do Rocim,Southern Portugal Red,14.5,100 Touriga Nacional,70.64,44.77,14.29,43.28,Portugal,Alentejano / Alentejo,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lagar de Baixo Baga 2016,3.8,247,26.0,Quinta de Baixo,Northern Portugal Red,11.0,100 Baga,66.59,57.21,4.56,51.48,Portugal,Beiras / Bairrada,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Colheita Porto 2007,4.1,49,40.0,Quinta de Santa Eufémia,Colheita Port,19.0,"Mourisco, Tinta Cão, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca, Tinta Amarela",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Allo Alvarinho - Loureiro 2020,3.9,1191,13.33,Soalheiro,Portuguese Vinho Verde White,11.5,100 Albariño,10.1,46.29526972,4.27,74.32,Portugal,Minho / Vinho Verde / Monção e Melgaço,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Special Tawny Porto N.V.,4.1,432,16.99,Taylor's,Tawny Port,20.0,"Tinto Cao, Tinta Barroca, Touriga Nacional, Touriga Franca, Tinta Roriz",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Finest Reserve Ruby Port N.V.,3.9,107,24.98,Churchill's,Ruby Port,20.0,"Tinta Francisca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tinto 2015,3.8,1237,19.25,Dona Maria,Southern Portugal Red,14.0,Cabernet Sauvignon,65.39,42.84,10.64,42.84,Portugal,Alentejano,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Xisto Ilimitado Branco 2020,4.0,413,27.99,Luis Seabra,Northern Portugal White,12.5,100 Rabigato,48.29,46.29526972,4.65,64.87,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Late Bottled Vintage Port 2014,3.8,30,25.99,Quinta do Noval,Late Bottled Vintage Port,20.0,"Tinta Barroca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Vinho Verde Loureiro - Alvarinho 2019,3.8,2317,15.83,Aveleda,Portuguese Vinho Verde White,11.0,100 Alvarinho,10.04,46.29526972,2.23,74.23,Portugal,Minho / Vinho Verde,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Alvarinho 2016,3.9,233,26.14,Conde Villar,Northern Portugal White,13.0,100 Albariño,44.24,46.29526972,6.4,52.51,Portugal,Minho,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Assobio Douro Branco 2020,3.8,226,14.99,Esporão,Northern Portugal White,14.0,"Codega de Larinho, Verdelho, Gouveio, Rabigato, Viosinho",41.21,46.29526972,10.21,60.71,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Porto 10 Years Old Tawny N.V.,4.0,2399,36.94,Niepoort,Tawny Port,20.0,"Tinta Amarela, Tinta Francisca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Alvada Rich 5 Year Old Madeira N.V.,3.9,674,25.99,Blandy's,Portuguese Madeira,19.0,"Bual, Malmsey",85.0,46.29526972,85.0,65.7,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Crasto Superior Branco 2017,4.0,549,35.0,Quinta do Crasto,Northern Portugal White,13.5,"60 Viosinho, 40 Verdejo",47.65,46.29526972,5.74,63.98,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Baga Reserva 2017,4.0,636,14.99,Marquês de Marialva,Northern Portugal Red,13.5,Baga,75.48,51.66,17.39,43.59,Portugal,Beiras / Bairrada,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10 Years Old Madeira Bual Medium Rich N.V.,4.2,210,25.99,Cossart Gordon,Portuguese Madeira,19.0,100 Bual,84.43,46.29526972,84.43,67.94,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Curtimenta Alvarinho 2019,4.3,67,34.97,Anselmo Mendes,Portuguese Vinho Verde White,13.0,100 Alvarinho,24.82,46.29526972,6.02,73.44,Portugal,Minho / Vinho Verde / Monção e Melgaço,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Late Bottled Vintage Port 2002,4.2,440,34.99,Warre's,Late Bottled Vintage Port,20.0,"Tinta Cão, Tinta Francisca, Touriga Nacional, Tinta Roriz, Tinta Barroca",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Tawny Port N.V.,4.0,5183,14.99,W. & J. Graham's,Tawny Port,20.0,100 Touriga Nacional,61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Granit Alvarinho 2020,4.1,823,28.0,Soalheiro,Portuguese Vinho Verde White,12.5,100 Albariño,17.93,46.29526972,4.82,76.09,Portugal,Minho / Vinho Verde / Monção e Melgaço,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Dalva Tawny 10 Years Old Port N.V.,4.0,589,24.99,C. da Silva,Tawny Port,20.0,"Tinta Cão, Touriga Nacional",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10 Year Old Verdelho Madeira (Medium Dry) N.V.,4.0,655,10.99,Blandy's,Portuguese Madeira,19.0,100 Verdelho,85.0,46.29526972,81.38,68.71,Portugal,Terras Madeirenses / Madeira / Verdelho Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Esteva Douro 2017,3.8,7348,14.99,Casa Ferreirinha,Portuguese Douro Red,12.5,"Bourboulenc, Touriga Franca, Tinta Roriz",69.62,51.45,13.35,41.83,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
His Eminence's Choice 10 Years Old Tawny Port N.V.,3.9,418,14.49,Delaforce,Tawny Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Reserva Tinto Blend 2015,3.9,1375,11.09,Ciconia,Southern Portugal Red,13.0,"Aragonez, Trincadeira, Touriga Nacional",67.55,42.03,17.41,43.14,Portugal,Alentejano,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vinhas Velhas 2018,4.2,109,27.0,Antonio Madeira,Portuguese Dão Red,13.5,Baga,63.39,57.16,8.91,66.58,Portugal,Beiras / Dão,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Late Bottled Vintage Port 2003,4.1,545,34.99,Warre's,Late Bottled Vintage Port,20.0,"Tinta Cão, Tinta Francisca, Touriga Nacional, Tinta Roriz, Tinta Barroca",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Vinho Verde 2018,3.9,1818,23.99,Aveleda,Portuguese Vinho Verde White,9.5,Loureiro,6.23,46.29526972,2.33,78.06,Portugal,Minho / Vinho Verde,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Xisto Ilimitado Branco 2018,3.9,367,27.0,Luis Seabra,Northern Portugal White,12.5,100 Rabigato,48.29,46.29526972,4.65,64.87,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Alentejano Branco 2018,3.9,650,19.15,Herdade dos Grous,Southern Portugal White,13.0,Petit Manseng,46.15,46.29526972,11.36,32.38,Portugal,Alentejano,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Jaen 2014,3.8,49,14.99,Casa Américo,Portuguese Dão Red,13.0,100 Jaen,61.15,50.73,1.2,61.39,Portugal,Beiras / Dão,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Douro Tinta Barroca 2020,3.8,56,32.0,Muxagat,Northern Portugal Red,13.5,Tinta Barroca,70.96,54.89,5.09,53.2,Portugal,Duriense / Douro,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15 Year Old Malmsey Madeira (Rich) N.V.,4.0,516,25.99,Blandy's,Portuguese Madeira,19.0,100 Malvasia,85.0,46.29526972,85.0,71.92,Portugal,Terras Madeirenses / Madeira / Malmsey Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Alentejano Branco 2019,3.9,252,23.49,Fitapreta,Southern Portugal White,12.5,"Arinto de Bucelas, Roupeiro, Antão Vaz",44.8,46.29526972,6.61,38.08,Portugal,Alentejano / Alentejo,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Pombal do Vesuvio Douro 2015,4.0,986,26.95,Quinta do Vesuvio,Portuguese Douro Red,13.5,"Touriga Nacional, Touriga Franca, Tinta Amarela",76.2,52.9,13.77,42.58,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Encruzado 2018,3.8,78,23.0,Mariposa,Northern Portugal White,13.5,100 Encruzado,46.36,46.29526972,9.05,67.97,Portugal,Beiras / Dão,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Douro 2016,4.0,113,19.17,Quinta do Infantado,Portuguese Douro Red,14.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",77.01,58.23,13.16,47.75,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5 Year Old Malmsey Madeira (Rich) N.V.,3.8,1291,25.99,Blandy's,Portuguese Madeira,19.0,100 Malvasia,85.0,46.29526972,85.0,68.23,Portugal,Terras Madeirenses / Madeira / Malmsey Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Colheita Branco 2019,3.8,873,14.99,Esporão,Southern Portugal White,14.0,Albariño,47.68,46.29526972,16.05,38.05,Portugal,Alentejano / Alentejo,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Fine Tawny Port N.V.,3.9,870,25.99,Quinta da Romaneira,Tawny Port,19.0,100 Tinta Roriz,61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reserva Alicante Bouschet 2018,4.1,40,15.49,Aluado,Southern Portugal Red,13.5,100 Alicante Bouschet,69.35,34.34,5.48,42.47,Portugal,Lisboa,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trinca Bolotas Alentejo Tinto 2020,4.0,1202,10.95,Herdade do Peso,Portuguese Alentejo Red,14.0,100 Antão Vaz,67.22,44.39,17.43,43.36,Portugal,Alentejano / Alentejo,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Duas Quintas Tinto 2019,4.1,2159,17.99,Ramos Pinto,Portuguese Douro Red,14.0,"Rabigato, Viosinho",79.09,54.84,10.86,43.76,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Vinho Verde 2019,3.9,855,17.0,Aveleda,Portuguese Vinho Verde White,9.1,"Trajadura, Azal Branco",6.23,46.29526972,2.33,78.06,Portugal,Minho / Vinho Verde,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Assobio Douro 2017,3.8,2992,13.12,Esporão,Portuguese Douro Red,13.0,"Gouveio, Rabigato, Viosinho",71.89,53.03,12.6,43.68,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tawny Porto N.V.,3.9,239,23.49,Casa Santa Eufemia,Tawny Port,20.0,100 Touriga Nacional,61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Torre de Vila Nova Vinho Verde 2016,3.9,120,14.0,Casa de Vila Nova,Portuguese Vinho Verde White,11.5,Loureiro,6.59,46.29526972,2.63,76.55,Portugal,Minho / Vinho Verde,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Madeira Fine Rich Sweet (3 Year Old) N.V.,4.0,88,25.0,Broadbent,Portuguese Madeira,19.0,100 Tinta Negra Mole,85.0,46.29526972,85.0,67.87,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Fine Tawny Porto N.V.,3.9,1396,18.99,Sandeman,Tawny Port,19.5,100 Touriga Franca,61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rainwater Medium Dry Madeira N.V.,3.8,217,25.0,Cossart Gordon,Portuguese Madeira,18.0,Tinta Negra Mole,85.0,46.29526972,77.96,63.99,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Tawny Porto 10 Years Old N.V.,4.0,539,14.49,Quinta do Infantado,Tawny Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Late Bottled Vintage Port 2004,4.1,614,34.99,Warre's,Late Bottled Vintage Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10 Year Old Bual Madeira (Medium Rich) N.V.,4.1,909,30.99,Blandy's,Portuguese Madeira,19.0,Bual,85.0,46.29526972,83.97,65.31,Portugal,Terras Madeirenses / Madeira / Bual Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Escolha dos Enólogos 2020,4.1,85,22.0,Herdade de São Miguel,Southern Portugal Red,14.5,100 Alicante Bouschet,65.46,41.74,11.66,42.46,Portugal,Alentejano,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Warrior Finest Reserve Ruby Port N.V.,3.8,2338,19.99,Warre's,Ruby Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Fine Rich Madeira N.V.,3.9,523,21.99,Sandeman,Portuguese Madeira,19.0,100 Tinta Negra Mole,85.0,46.29526972,83.49,58.48,Portugal,Terras Madeirenses / Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Nat Cool 2021,3.8,430,22.0,Niepoort,Northern Portugal Red,11.0,100 Baga,70.65,56.89,4.3,52.38,Portugal,Beiras / Bairrada,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10 Year Old Sercial Madeira (Dry) N.V.,3.9,679,14.49,Blandy's,Portuguese Madeira,19.0,100 Sercial,85.0,46.29526972,66.3,67.75,Portugal,Terras Madeirenses / Madeira / Sercial Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Contacto Alvarinho 2021,3.9,1672,19.5,Anselmo Mendes,Portuguese Vinho Verde White,12.5,100 Alvarinho,12.4,46.29526972,1.11,77.14,Portugal,Minho / Vinho Verde / Monção e Melgaço,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Fine White Port N.V.,3.8,856,25.99,Cockburn's,White Port,19.0,"Gouveio, Rabigato, Viosinho, Malvasia Fina",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Douro Redoma Branco 2020,4.2,580,31.12,Niepoort,Northern Portugal White,12.0,100 Rabigato,44.76,46.29526972,4.8,63.5,Portugal,Duriense / Douro,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Esporão Reserva Branco 2018,4.1,3256,18.99,Esporão,Southern Portugal White,14.5,"Roupeiro, Antão Vaz",52.68,46.29526972,12.02,32.47,Portugal,Alentejano / Alentejo,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
10 Years Old Malmsey Madeira (Rich) N.V.,4.0,1091,17.91,Blandy's,Portuguese Madeira,19.0,100 Malvasia,85.0,46.29526972,85.0,66.52,Portugal,Terras Madeirenses / Madeira / Malmsey Madeira,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Muros Antigos Alvarinho 2021,4.0,517,21.0,Anselmo Mendes,Portuguese Vinho Verde White,12.5,100 Alvarinho,13.75,46.29526972,3.09,75.69,Portugal,Minho / Vinho Verde / Monção e Melgaço,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
10 Anos Porto N.V.,4.0,2296,26.99,Messias,Portuguese Port,20.0,"Touriga Nacional, Tinta Barroca",80.45,46.29526972,79.87,42.94,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Reserva (Field Blend) 2018,4.3,547,49.99,Quinta do Vallado,Portuguese Douro Red,14.5,"Gouveio, Rabigato, Viosinho",80.67,54.51,11.56,44.8,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10 Year Old Tawny Porto N.V.,4.1,3138,14.49,Royal Oporto,Tawny Port,20.0,"Tinta Francisca, Touriga Nacional, Tinta Roriz",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Alvarinho 2020,4.0,477,14.99,Nortico,Northern Portugal White,13.5,100 Albariño,41.51,46.29526972,0.98,69.74,Portugal,Minho,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Esporão Private Selection Branco 2018,4.3,677,32.99,Esporão,Southern Portugal White,14.5,100 Sémillon,56.95,46.29526972,15.23,32.85,Portugal,Alentejano / Alentejo,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
10 Years Tawny Porto N.V.,4.0,27,20.99,Broadbent,Tawny Port,19.5,"Tinta Cão, Touriga Nacional, Tinta Roriz, Tinta Barroca, Touriga Francesa",61.73,46.29526972,9.05,53.555,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Colheita Tinto 2016,4.0,1438,19.99,Duorum,Portuguese Douro Red,14.0,100 Touriga Nacional,78.87,54.58,12.92,42.61,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Special Reserve Port N.V.,3.8,4599,16.97,Cockburn's,Portuguese Port,20.0,"Tinta Cão, Touriga Nacional, Tinta Roriz, Tinta Barroca",85.0,46.29526972,85.0,42.0,Portugal,Duriense / Porto,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Meandro Douro Tinto 2018,4.1,2271,22.21,Quinta do Vale Meão,Portuguese Douro Red,14.0,Rabigato,79.57,55.52,10.92,42.71,Portugal,Duriense / Douro,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Esporão Reserva Tinto 2015,4.2,9379,26.99,Esporão,Portuguese Alentejo Red,14.0,"Roupeiro, Antão Vaz",73.1,43.75,14.71,40.82,Portugal,Alentejano / Alentejo,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tarima Hill Old Vines Monastrell 2014,3.9,2525,15.99,Volver,Spanish Monastrell,15.0,100 Monastrell,59.55,69.08,8.97,55.08,Spain,Valencia / Alicante,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
El Rapolao (Lomas de Valtuille) 2019,4.1,232,37.94,La Vizcaína,Spanish Mencia,13.5,100 Mencia,52.73,43.36,8.03,64.54,Spain,Castilla y León / Bierzo,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
